,wahre_labels,nearestneighbour,catch22,shapelets,rocket
3212,False,False,0.0,0.020941516,0.0
3460,False,False,0.005,0.080629796,0.0
3532,False,True,0.21,0.34599543,0.0
4065,False,False,0.02,0.28402305,0.0
8449,True,True,0.865,0.9085273,1.0
8754,True,True,0.635,0.0075842366,1.0
8807,True,False,0.07,0.0007038281,0.0
8812,True,False,0.055,0.024262307,1.0
13109,False,False,0.0,0.14993753,0.0
13358,False,False,0.005,0.08903889,0.0
13423,False,False,0.045,0.052509695,0.0
14014,False,False,0.005,0.06801765,0.0
14215,False,False,0.005,0.022415828,0.0
14463,False,False,0.01,0.0073099406,0.0
14527,False,False,0.025,0.117834635,0.0
15135,False,False,0.025,0.07850381,0.0
19929,False,False,0.0,0.011102128,0.0
20177,False,False,0.03,0.010795873,0.0
20249,False,False,0.06,0.3143884,0.0
20771,False,False,0.045,0.2793209,0.0
20968,False,False,0.005,0.011622614,0.0
21210,False,False,0.04,0.21603999,0.0
21413,False,False,0.055,0.042919014,0.0
22501,False,False,0.0,0.18059038,0.0
22965,False,False,0.0,0.16857842,0.0
23211,False,False,0.015,0.0068166326,0.0
23284,False,False,0.01,0.034542914,0.0
23496,False,False,0.025,0.13402626,0.0
24712,False,False,0.0,0.13662489,0.0
24958,False,False,0.01,0.012132186,0.0
25032,False,False,0.0,0.006069762,0.0
25566,False,False,0.01,0.028997824,0.0
28898,False,False,0.005,0.06832838,0.0
29145,False,False,0.01,0.045154203,0.0
29217,False,False,0.035,0.27289188,0.0
29744,False,False,0.02,0.25121576,0.0
29942,False,False,0.01,0.017029371,0.0
30189,False,False,0.04,0.029894816,0.0
30261,False,False,0.02,0.12748799,0.0
30787,False,False,0.02,0.17864074,0.0
32038,False,False,0.0,0.049379572,0.0
32285,False,False,0.01,0.025253428,0.0
32357,False,False,0.085,0.13958658,0.0
32886,False,False,0.02,0.23982997,0.0
36229,False,False,0.0,0.08979063,0.0
36476,False,False,0.005,0.07770377,0.0
36549,False,False,0.045,0.10625923,0.0
37078,False,False,0.005,0.22474603,0.0
