,wahre_labels,nearestneighbour,catch22,shapelets,rocket
66967,False,False,0.0,0.045831606,0.0
67494,False,False,0.005,0.00014500199,0.0
67691,False,False,0.0,0.029083915,0.0
67938,False,False,0.0,0.0019099481,0.0
68011,False,False,0.0,0.043160457,0.0
68541,False,False,0.01,0.00010144705,0.0
71892,False,False,0.0,0.03769003,0.0
72141,False,False,0.0,0.008946007,0.0
72213,False,False,0.0,0.033552606,0.0
72744,False,False,0.005,0.017442973,0.0
79241,False,False,0.0,0.01934227,0.0
79489,False,False,0.0,0.0065221535,0.0
79562,False,False,0.0,0.05333445,0.0
80089,False,False,0.01,0.00014794822,0.0
80286,False,False,0.0,0.089338854,0.0
80533,False,False,0.045,0.0011773359,0.0
80606,False,False,0.0,0.06441925,0.0
81140,False,False,0.075,0.27147898,0.0
81340,False,False,0.005,0.1114721,0.0
81587,False,False,0.05,0.006113867,0.0
81659,False,False,0.0,0.07641887,0.0
82189,False,False,0.09,0.22728467,0.0
86574,False,False,0.01,0.099020064,0.0
86822,False,False,0.085,0.0313572,0.0
86894,False,False,0.01,0.11808433,0.0
87429,False,False,0.015,0.04924622,0.0
88677,False,False,0.01,0.11249001,0.0
88925,False,False,0.12,0.002226809,0.0
88998,False,False,0.0,0.051505905,0.0
89522,False,False,0.005,0.010763904,0.0
89719,False,False,0.0,0.09546983,0.0
89966,False,False,0.075,0.009496108,0.0
90038,False,False,0.0,0.05703687,0.0
90564,False,False,0.025,0.011085392,0.0
93907,False,False,0.0,0.11111217,0.0
94155,False,False,0.025,0.025741113,0.0
94227,False,False,0.005,0.1589252,0.0
94752,False,False,0.03,0.008364367,0.0
97040,False,False,0.005,0.104131244,0.0
97286,False,False,0.08,0.0012215575,0.0
97359,False,False,0.0,0.07961807,0.0
97887,False,False,0.01,0.13103904,0.0
98086,False,False,0.0,0.06089399,0.0
98334,False,False,0.11,0.006243777,0.0
98406,False,False,0.0,0.1674735,0.0
98939,False,False,0.01,0.031483054,0.0
99134,False,False,0.005,0.09825697,0.0
99382,False,False,0.07,0.00196176,0.0
99455,False,False,0.0,0.0898829,0.0
99989,False,False,0.01,0.04987069,0.0
100185,False,False,0.005,0.09285682,0.0
100434,False,False,0.07,0.013264762,0.0
100506,False,False,0.005,0.0959535,0.0
101034,False,False,0.015,0.009660221,0.0
104363,False,False,0.01,0.00025426038,0.0
104609,False,False,0.035,0.012437924,0.0
104681,False,False,0.0,0.07717448,0.0
105202,False,False,0.165,0.018557701,0.0
112739,False,False,0.02,0.00070262863,0.0
112987,False,False,0.105,0.0023794586,0.0
113060,False,False,0.0,0.025422452,0.0
113589,False,False,0.185,0.09094207,0.0
113785,False,False,0.0,0.00033177485,0.0
114034,False,False,0.05,0.028859591,0.0
114108,False,False,0.005,0.145694,0.0
114631,False,False,0.11,0.013824601,0.0
121126,False,False,0.005,0.0003505856,0.0
121375,False,False,0.095,0.1280941,0.0
121449,False,False,0.0,0.15117297,0.0
121972,False,False,0.18,0.08092401,0.0
124305,True,False,0.21,0.13995561,0.0
124554,True,True,0.2,0.33162507,1.0
124620,True,True,0.765,0.22302976,1.0
125212,True,False,0.44,0.39008173,1.0
128725,True,False,0.655,0.19912788,0.0
128975,True,False,0.225,0.721854,1.0
129041,True,True,0.76,0.30066392,1.0
129640,True,True,0.29,0.30153158,1.0
130948,True,False,0.595,0.22977486,0.0
131195,True,False,0.3,0.656586,1.0
131261,True,True,0.715,0.16990583,1.0
131852,True,True,0.435,0.47070536,1.0
139801,True,True,0.82,0.14845623,0.0
140048,True,True,0.37,0.94429225,1.0
140114,True,True,0.795,0.23073716,1.0
140710,True,True,0.44,0.40637746,1.0
142013,True,False,0.77,0.1735249,0.0
142262,True,False,0.38,0.33105966,1.0
142329,True,True,0.815,0.21764392,1.0
142916,True,True,0.43,0.44726914,1.0
145341,True,True,0.8,0.12947066,0.0
145588,True,True,0.49,0.16892825,1.0
145653,True,True,0.83,0.20534386,1.0
146246,True,True,0.445,0.43264252,1.0
152520,False,False,0.03,0.09519516,0.0
152768,False,False,0.015,0.008266881,0.0
152833,False,False,0.035,0.14783342,0.0
153438,False,False,0.0,0.05266458,0.0
153633,False,False,0.02,0.1035801,0.0
153882,False,False,0.025,0.05599877,0.0
153947,False,False,0.055,0.15307848,0.0
154558,False,False,0.0,0.07746136,0.0
155872,False,False,0.02,0.10839011,0.0
156120,False,False,0.045,0.057657957,0.0
156185,False,False,0.075,0.19828945,0.0
156790,False,False,0.0,0.18463759,0.0
162531,False,False,0.005,0.11060342,0.0
162779,False,False,0.025,0.17630723,0.0
162843,False,False,0.045,0.1409829,0.0
163448,False,False,0.0,0.0618219,0.0
165877,False,False,0.02,0.20607862,0.0
166126,False,False,0.03,0.039131746,0.0
166191,False,False,0.105,0.1528512,0.0
166796,False,False,0.0,0.06995834,0.0
175337,False,False,0.0,0.062185146,0.0
175585,False,False,0.025,0.20557678,0.0
175652,False,False,0.0,0.0011905791,0.0
176148,False,False,0.0,0.05755895,0.0
177344,False,False,0.02,0.16902126,0.0
177591,False,False,0.01,0.014167156,0.0
177659,False,False,0.005,0.0013613814,0.0
178159,False,False,0.0,0.06115878,0.0
182385,False,False,0.02,0.09530105,0.0
182631,False,False,0.015,0.10130262,0.0
182698,False,False,0.005,0.005284872,0.0
183189,False,False,0.0,0.016646644,0.0
184387,False,False,0.015,0.18209599,0.0
184636,False,False,0.02,0.009483244,0.0
184705,False,False,0.0,0.0047816755,0.0
185193,False,False,0.0,0.06576768,0.0
185391,False,False,0.015,0.10059276,0.0
185639,False,False,0.025,0.022286728,0.0
185707,False,False,0.0,0.0033410967,0.0
186202,False,False,0.0,0.1560896,0.0
186396,False,False,0.01,0.14350115,0.0
186644,False,False,0.015,0.5334119,0.0
186712,False,False,0.0,0.0068170573,0.0
187205,False,False,0.0,0.0872944,0.0
189417,False,False,0.005,0.17489217,0.0
189663,False,False,0.03,0.119221844,0.0
189731,False,False,0.0,0.0016678158,0.0
190225,False,False,0.0,0.064745545,0.0
190420,False,True,0.16,0.012696845,0.0
190667,False,False,0.065,0.03810456,0.0
190739,False,False,0.01,0.0008468939,0.0
191258,False,False,0.0,0.08564622,0.0
193468,False,False,0.055,0.0054415483,0.0
193701,False,False,0.005,0.01824524,0.0
193774,False,False,0.0,0.0004151033,0.0
194280,False,False,0.0,0.032848265,0.0
194476,False,False,0.065,0.0050506457,0.0
194706,False,False,0.02,0.14084399,0.0
194778,False,False,0.0,0.002181264,0.0
195291,False,False,0.0,0.074460536,0.0
195486,False,False,0.045,0.005827223,0.0
195722,False,False,0.0,0.025477206,0.0
195795,False,False,0.0,0.00031769372,0.0
196300,False,False,0.0,0.041440167,0.0
202668,False,False,0.005,0.03907326,0.0
202914,False,False,0.0,0.065070555,0.0
202987,False,False,0.0,0.0007932418,0.0
203499,False,False,0.0,0.009700222,0.0
203697,False,False,0.01,0.027390556,0.0
203945,False,False,0.005,0.043942958,0.0
204018,False,False,0.0,0.0013164552,0.0
204540,False,False,0.0,0.00043301613,0.0
210919,False,False,0.0,0.0066891476,0.0
211166,False,False,0.025,0.04286256,0.0
211240,False,False,0.0,0.0038319486,0.0
211746,False,False,0.0,0.012753192,0.0
214158,False,False,0.015,0.11922955,0.0
214462,False,False,0.005,0.043212492,0.0
214534,False,False,0.01,0.07197753,0.0
215062,False,False,0.0,0.1100781,0.0
228539,False,False,0.03,0.033556685,0.0
228845,False,False,0.025,0.003744238,0.0
228917,False,False,0.015,0.068735674,0.0
229450,False,False,0.0,0.088406526,0.0
229648,False,False,0.035,0.04865198,0.0
229955,False,False,0.035,0.0012364163,0.0
230028,False,False,0.02,0.07140048,0.0
230558,False,False,0.0,0.16475096,0.0
234082,False,False,0.015,0.06516729,0.0
234386,False,False,0.12,0.02031647,0.0
234457,False,False,0.03,0.15178876,0.0
234985,False,False,0.0,0.08561133,0.0
235181,False,True,0.175,0.107472315,1.0
235422,False,False,0.045,0.078908876,0.0
235494,False,False,0.015,0.05639901,0.0
236023,False,False,0.0,0.18218301,0.0
240408,False,False,0.0,0.17041753,0.0
240657,False,False,0.01,0.082636416,0.0
240729,False,False,0.005,0.0800515,0.0
241263,False,False,0.0,0.084491156,0.0
241461,False,False,0.005,0.13009648,0.0
241709,False,False,0.01,0.0033902465,0.0
241782,False,False,0.02,0.043429032,0.0
242326,False,False,0.005,0.00044648547,1.0
242509,False,False,0.015,0.18245755,0.0
242757,False,False,0.01,0.030491076,0.0
242829,False,False,0.025,0.027064536,0.0
243440,False,False,0.0,0.005079513,0.0
243560,False,False,0.025,0.079518616,0.0
243808,False,False,0.02,0.09639172,0.0
243882,False,False,0.005,0.18906748,0.0
244415,False,False,0.0,0.075997494,0.0
245662,False,False,0.02,0.26031995,0.0
245911,False,False,0.015,0.2523363,0.0
245989,False,False,0.025,0.14449932,0.0
246514,False,False,0.0,0.13763884,0.0
246713,False,False,0.0,0.117359884,0.0
246961,False,False,0.015,0.020903403,0.0
247033,False,False,0.005,0.14789522,0.0
247566,False,False,0.0,0.056642737,0.0
249867,False,False,0.045,0.06558492,0.0
250115,False,False,0.01,0.055308767,0.0
250187,False,False,0.03,0.05595062,0.0
250727,False,False,0.0,0.04357929,0.0
259318,False,False,0.03,0.086366355,0.0
259627,False,False,0.0,0.0048122033,0.0
259699,False,False,0.025,0.06665773,0.0
260234,False,False,0.0,0.22468978,0.0
