,timestamp,DeviationID ValueY,CuStepNo ValueY,LevelMainTank ValueY,YC10001_MV ValueY,PI12002_PV_Out ValueY,PI12003_PV_Out ValueY,YC14001_MV ValueY,FIC14002_MV ValueY,FIC14002_PV_Out ValueY,FIC14002_SP ValueY,YC14006_MV ValueY,PI14012_PV_Out ValueY,YC23001_MV ValueY,YC22001_MV ValueY,YC21001_MV ValueY,FIC23002_PV_Out ValueY,FIC23002_MV ValueY,FIC23002_SP ValueY,FIC22002_MV ValueY,FIC22002_PV_Out ValueY,FIC22002_SP ValueY,FIC21002_MV ValueY,FIC21002_PV_Out ValueY,FIC21002_SP ValueY,YS23004_Ctrl ValueY,YS22004_Ctrl ValueY,YS21004_Ctrl ValueY,LIC23002_MV ValueY,LIC23002_PV_Out ValueY,LIC23002_SP ValueY,LIC22002_MV ValueY,LIC22002_PV_Out ValueY,LIC22002_SP ValueY,LIC21002_MV ValueY,LIC21002_PV_Out ValueY,LIC21002_SP ValueY,PIC14007_MV ValueY,PIC14007_PV_Out ValueY,PIC14007_SP ValueY,YC14008_Ctrl ValueY,PI10003_PV_Out ValueY
203788,2018-10-26 09:09:51,8,1,101.484405517578,100,0.0596064329147339,0.0734953880310059,100.0,100.0,0.0,1979.14575195313,12.5,-0.0596064925193787,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.77687096595764,0,0,0,0.0,1.98611104488373,2,0.0,1.98213255405426,2,2.77687096595764,1.99725115299225,15,10.0,-0.0240952856838703,0.200000002980232,0,0.0017239428125321
203789,2018-10-26 09:09:52,8,1,101.401748657227,100,0.063078761100769,0.0815972089767456,100.0,100.0,0.0,1979.14575195313,12.5,-0.0590277910232544,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.49755859375,0,0,0,0.0,1.97735822200775,2,0.0,1.98133683204651,2,8.49755859375,1.99088537693024,15,10.0,-0.0239033363759518,0.200000002980232,0,0.0017211474478244
203790,2018-10-26 09:09:53,8,1,101.292022705078,100,0.0590277910232544,0.170138955116272,100.0,100.0,0.0,1979.14575195313,12.5,-0.0613425970077515,0.0,0,13.7112483978271,0.0,0.0,0.0,0,0.0,0.0,13.7112483978271,0.0,14.0549983978271,0,0,0,0.0,1.97894966602325,2,0.0,1.98054111003876,2,14.0549983978271,1.98770248889923,15,10.0,-0.0231823101639748,0.200000002980232,0,0.0017199618741869
203791,2018-10-26 09:09:54,8,1,101.292022705078,100,0.0619213581085205,0.201388955116272,100.0,100.0,0.0,1979.14575195313,12.5,-0.0590277910232544,0.0,0,31.2377395629883,0.0,0.0,0.0,0,0.0,0.0,31.2377395629883,0.0,19.5303955078125,0,0,0,0.0,1.98213255405426,2,0.0,1.98054111003876,2,19.5303955078125,1.98611104488373,15,10.0,-0.0230716355144978,0.200000002980232,0,0.0017161183059215
203792,2018-10-26 09:09:55,8,1,101.256896972656,100,0.0613425970077515,0.271412014961243,100.0,99.6452789306641,943.650024414063,1979.14575195313,12.5,-0.0561342239379883,0.0,0,54.911319732666,0.0,0.0,0.0,0,0.0,0.0,54.911319732666,0.0,25.2974147796631,0,0,0,0.0,1.98133683204651,2,0.0,1.98531532287598,2,25.2974147796631,1.97894966602325,15,10.0,-0.0223188512027264,0.200000002980232,0,0.0016981086228042
203793,2018-10-26 09:09:56,8,1,101.234756469727,100,0.0578703880310059,0.303240776062012,100.0,99.8686676025391,1076.28247070313,1979.14575195313,12.5,-0.0416666865348816,0.0,0,84.6627807617188,0.0,0.0,0.0,0,0.0,0.0,84.6627807617188,0.0,30.8600521087646,0,0,0,0.0,1.97417533397675,2,0.0,1.98611104488373,2,30.8600521087646,1.97576677799225,15,10.0,-0.0220312066376209,0.200000002980232,0,0.0017015640623867
203794,2018-10-26 09:09:57,8,1,101.22705078125,100,0.0526620149612427,0.436921358108521,100.0,99.9430618286133,1634.90295410156,1979.14575195313,12.5,-0.0237268209457397,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,75.9548645019531,34.5995483398438,0,0,0,0.0,1.9749710559845,2,0.0,1.98133683204651,2,34.5995483398438,2.00759553909302,15,10.0,-0.0207783691585064,0.200000002980232,0,0.0016934825107455
203795,2018-10-26 09:09:58,8,1,101.218948364258,100,0.0561342239379883,0.472222208976746,99.5188674926758,99.5748977661133,1792.39880371094,1979.14575195313,12.5,0.0179398059844971,0.0,0,10.353889465332,0.0,0.0,0.0,0,0.0,0.0,10.353889465332,72.5549774169922,38.2820625305176,0,0,0,0.0,1.97258388996124,2,0.0,1.97576677799225,2,38.2820625305176,2.04021978378296,15,10.0,-0.0204386189579964,0.200000002980232,0,0.0016916589811444
203796,2018-10-26 09:09:59,8,1,101.210556030273,100,0.0503472089767456,0.778356552124023,98.2875823974609,96.2700347900391,2338.1240234375,1979.14575195313,12.5,0.078703761100769,0.0,0,18.3020401000977,0.0,0.0,0.0,0,0.0,0.0,18.3020401000977,60.1851844787598,42.9474487304688,0,0,0,0.0,1.9781539440155,2,0.0,1.98531532287598,2,42.9474487304688,2.05374717712402,15,10.0,-0.0179497487843037,0.200000002980232,0,0.0016591055318713
203797,2018-10-26 09:10:00,8,1,101.203033447266,100,0.0503472089767456,0.865162014961243,95.4872512817383,95.1271362304688,2416.32958984375,1979.14575195313,12.5,0.184027791023254,0.0,0,22.5207767486572,0.0,0.0,0.0,0,0.0,0.0,22.5207767486572,53.6747665405273,47.1927490234375,0,0,0,0.0,1.97894966602325,2,0.0,1.98531532287598,2,47.1927490234375,2.07523155212402,15,10.0,-0.0170160606503487,0.200000002980232,0,0.0016462809871882
203798,2018-10-26 09:10:01,8,1,101.202056884766,100,0.0515046119689941,1.17708325386047,92.4661407470703,91.0419158935547,2455.22119140625,1979.14575195313,12.5,0.303240776062012,0.0,0,22.4807300567627,0.0,0.0,0.0,0,0.0,0.0,22.4807300567627,51.2152786254883,52.3410034179688,0,0,0,0.0,1.97417533397675,2,0.0,1.98451960086823,2,52.3410034179688,2.07921004295349,15,10.0,-0.013028709217906,0.200000002980232,0,0.0016415338031947
203799,2018-10-26 09:10:02,8,1,101.202056884766,100,0.0497685670852661,1.24537038803101,90.6123275756836,90.4898223876953,2387.51098632813,1979.14575195313,12.5,0.464699029922485,0.0,0,22.4807300567627,0.0,0.0,0.0,0,0.0,0.0,22.4807300567627,48.6834487915039,57.5306396484375,0,0,0,0.0,1.98054111003876,2,0.0,1.98451960086823,2,57.5306396484375,2.0823929309845,15,10.0,-0.011560371145606,0.200000002980232,0,0.0016507492400705
203800,2018-10-26 09:10:03,8,1,101.208068847656,100,0.0549768209457397,1.39699077606201,89.4393463134766,88.8351821899414,2206.24340820313,1979.14575195313,12.5,0.640625,0.0,0,34.6442947387695,0.0,0.0,0.0,0,0.0,0.0,34.6442947387695,47.9600677490234,62.1789741516113,0,0,0,0.0,1.98054111003876,2,0.0,1.97974538803101,2,62.1789741516113,2.09592008590698,15,10.0,-0.005113317631185,0.200000002980232,0,0.0017254063859581
203801,2018-10-26 09:10:04,8,1,101.208068847656,100,0.0538194179534912,1.44675922393799,88.4864044189453,88.42041015625,2199.14013671875,1979.14575195313,12.5,0.763888955116272,0.0,0,31.087776184082,0.0,0.0,0.0,0,0.0,0.0,31.087776184082,56.1342582702637,67.5271835327148,0,0,0,0.0,1.9781539440155,2,0.0,1.97974538803101,2,67.5271835327148,2.09592008590698,15,10.0,-0.0037371083162725,0.200000002980232,0,0.0017322665080428
203802,2018-10-26 09:10:05,8,1,101.223510742188,100,0.0532407760620117,1.61805558204651,88.4574584960938,88.4312210083008,2021.20971679688,1979.14575195313,12.8625726699829,0.907407402992249,0.0,0,32.2751388549805,-0.0723379626870155,0.0,0.0,0,0.0,0.0,32.2751388549805,59.8234939575195,72.0879287719727,0,0,0,0.0,1.98372387886047,2,0.0,1.98213255405426,2,72.0879287719727,2.11103868484497,15,10.0,0.0038156486116349,0.200000002980232,0,0.0017506787553429
203803,2018-10-26 09:10:06,8,1,101.223510742188,100,0.0457175970077515,1.62152791023254,88.5460891723633,88.5441131591797,1985.74108886719,1979.14575195313,14.188271522522,1.02430558204651,0.0,0,30.5217266082764,0.0,0.0,0.0,0,0.0,0.0,30.5217266082764,67.8530120849609,76.5584564208984,0,0,0,0.0,1.97417533397675,2,0.0,1.98531532287598,2,76.5584564208984,2.12774872779846,15,10.0,0.0057208901271224,0.200000002980232,0,0.0017598271369934
203804,2018-10-26 09:10:07,8,1,101.230514526367,100,0.0567129850387573,1.62557864189148,88.5635681152344,88.5005111694336,1988.74853515625,1979.14575195313,15.2271060943604,1.10474538803101,0.0,0,30.6467056274414,0.0,0.0,0.0,0,0.0,0.0,30.6467056274414,72.0486145019531,81.3118286132813,0,0,0,0.0,1.9781539440155,2,0.0,1.98451960086823,2,81.3118286132813,2.13888883590698,15,10.0,0.0240297988057137,0.200000002980232,0,0.0017607938498258
203805,2018-10-26 09:10:08,8,1,101.18180847168,100,0.0567129850387573,1.6226851940155,88.4820098876953,88.4762420654297,1989.67553710938,1979.14575195313,16.2313232421875,1.16493058204651,0.0,0,32.4701995849609,0.0,0.0,0.0723379626870155,0,0.0723379626870155,0.0723379626870155,32.4701995849609,74.7251129150391,85.355354309082,0,0,0,0.0723379626870155,1.97337961196899,2,0.0723379626870155,1.98611104488373,2,85.355354309082,2.16355609893799,15,10.0,0.0315224602818489,0.200000002980232,0,0.0017591239884495
203806,2018-10-26 09:10:09,8,1,100.944076538086,100,0.0543981790542603,1.58333325386047,88.2982559204102,88.0189895629883,2038.80505371094,1979.14575195313,16.9156761169434,1.19097232818604,0.0,0,40.0655555725098,0.0,0.0,0.0,0,0.0,0.0,40.0655555725098,77.3292846679688,89.8039627075195,0,0,0,0.0,1.97894966602325,2,0.0,1.98531532287598,2,89.8039627075195,2.18026614189148,15,10.0,0.0661264210939407,0.200000002980232,0,0.0017471085302531
203807,2018-10-26 09:10:10,8,1,100.748672485352,100,0.0509259700775146,1.57928252220154,87.880241394043,87.8602676391602,2045.74694824219,1979.14575195313,17.3563175201416,1.19791674613953,0.0,0,33.3808135986328,0.0,0.0,0.0,0,0.0,0.0,33.3808135986328,85.3587951660156,93.7089462280273,0,0,0,0.0,1.97735822200775,2,0.0,1.98054111003876,2,93.7089462280273,2.20732069015503,15,10.5151081085205,0.079984724521637,0.200000002980232,0,0.0017442642711103
203808,2018-10-26 09:10:11,8,1,100.58805847168,100,0.0538194179534912,1.55208325386047,87.4483642578125,87.1113586425781,2070.07495117188,1979.14575195313,17.4450187683105,1.19502305984497,0.0,0,33.570011138916,0.0,0.0,0.0,0,0.0723379626870155,0.217013895511627,33.570011138916,88.9033584594727,97.7668914794922,0,0,0,0.0,1.97974538803101,2,0.217013895511627,1.97576677799225,2,97.7668914794922,2.23119211196899,15,13.0321931838989,0.146476715803146,0.200000002980232,0,0.001745410496369
