,wahre_labels,nearestneighbour,catch22,shapelets,rocket
3212,False,False,0.045,0.23846467,0.0
3460,False,False,0.03,0.15867639,0.0
3532,False,False,0.005,0.18896908,0.0
4065,False,False,0.015,0.06290702,0.0
8449,False,False,0.005,0.02068263,0.0
8754,False,False,0.02,0.005050184,0.0
8807,False,True,0.35,0.006960447,1.0
8812,False,False,0.055,0.021931004,0.0
13109,False,False,0.05,0.18830444,0.0
13358,False,False,0.035,0.29274675,0.0
13423,False,False,0.07,0.14734744,0.0
14014,False,False,0.025,0.10719747,0.0
14215,True,False,0.015,0.15878923,0.0
14463,True,False,0.065,0.33181688,0.0
14527,True,True,0.235,0.059519928,0.0
15135,True,False,0.055,0.24645951,0.0
19929,False,False,0.125,0.20457684,0.0
20177,False,False,0.14,0.30611432,0.0
20249,False,False,0.01,0.065211095,0.0
20771,False,False,0.005,0.08386726,0.0
20968,False,False,0.105,0.048023343,0.0
21210,False,False,0.08,0.066206686,0.0
21413,False,False,0.04,0.10768354,0.0
22501,False,False,0.0,0.009386366,0.0
22965,False,False,0.08,0.18356518,0.0
23211,False,False,0.07,0.03625891,0.0
23284,False,False,0.035,0.0029111959,1.0
23496,False,False,0.05,0.17365953,0.0
24712,False,False,0.005,0.013879798,0.0
24958,False,False,0.04,0.005732624,0.0
25032,False,False,0.0,0.0036707288,0.0
25566,False,False,0.005,0.017901843,0.0
28898,False,False,0.065,0.14556786,0.0
29145,False,False,0.03,0.18794562,0.0
29217,False,False,0.01,0.19736002,0.0
29744,False,False,0.015,0.084891595,0.0
29942,False,False,0.025,0.16935574,0.0
30189,False,False,0.025,0.27556685,0.0
30261,False,False,0.005,0.1448956,0.0
30787,False,False,0.015,0.1356396,0.0
32038,False,False,0.035,0.19513188,0.0
32285,False,False,0.015,0.08193847,0.0
32357,False,False,0.005,0.089132525,0.0
32886,False,False,0.045,0.0999945,0.0
36229,False,False,0.07,0.14482416,0.0
36476,False,False,0.055,0.085572995,0.0
36549,False,False,0.005,0.095449984,0.0
37078,False,False,0.07,0.107811905,0.0
