,wahre_labels,nearestneighbour,catch22,shapelets,rocket
81587,False,False,0.0,0.002836378,0.0
81659,False,False,0.03,0.00091540953,0.0
82189,False,False,0.025,0.03408989,0.0
86574,False,False,0.01,0.017572777,0.0
86822,False,False,0.01,0.012637608,0.0
86894,False,False,0.02,0.0024731008,0.0
87429,False,False,0.015,0.010561096,0.0
88677,False,False,0.0,0.013484321,0.0
88925,False,False,0.05,0.029761575,0.0
88998,False,False,0.07,0.0014620287,0.0
89522,False,False,0.015,0.029446514,0.0
89719,False,False,0.015,0.04527313,0.0
89966,False,False,0.01,0.003106556,0.0
90038,False,False,0.01,0.00046322623,0.0
90564,False,False,0.0,0.06354903,0.0
93907,False,False,0.015,0.016437616,0.0
94155,False,False,0.01,0.015864562,0.0
94227,False,False,0.02,0.002202489,0.0
94752,False,False,0.005,0.09820988,0.0
97040,False,False,0.015,0.12684771,0.0
97286,False,False,0.015,0.0024175758,0.0
97359,False,False,0.025,0.0023302073,0.0
97887,False,False,0.0,0.05545786,0.0
98086,False,False,0.015,0.01316434,0.0
98334,False,False,0.025,0.016984247,0.0
98406,False,False,0.025,0.0037584798,0.0
98939,False,False,0.01,0.0099885,0.0
99134,False,False,0.015,0.024625132,0.0
99382,False,False,0.005,0.004520447,0.0
99455,False,False,0.035,0.0009419247,0.0
99989,False,False,0.005,0.008993836,0.0
100185,False,False,0.025,0.040506914,0.0
100434,False,False,0.01,0.0036178972,0.0
100506,False,False,0.04,0.0012923578,0.0
101034,False,False,0.005,0.05076958,0.0
104363,False,False,0.025,0.001663131,0.0
104609,False,False,0.015,0.00171938,0.0
104681,False,False,0.01,0.0024583472,0.0
105202,False,False,0.01,0.07327865,0.0
112739,False,False,0.015,0.0015684547,0.0
112987,False,False,0.03,0.006888272,0.0
113060,False,False,0.02,0.0011550745,0.0
113589,False,False,0.0,0.005394852,0.0
113785,False,False,0.03,0.001745506,0.0
114034,False,False,0.02,0.062169358,0.0
114108,False,False,0.04,0.0005138156,0.0
114631,False,False,0.0,0.04390961,0.0
121126,False,False,0.0,0.0024944681,0.0
121375,False,False,0.02,0.16923827,0.0
121449,False,False,0.01,0.0011157648,0.0
121972,False,False,0.0,0.048300695,0.0
124305,False,False,0.015,0.012913798,0.0
124554,False,False,0.045,0.14494896,0.0
124620,False,False,0.005,0.0035070528,0.0
125212,False,False,0.01,0.010632116,0.0
128725,False,False,0.01,0.006762536,0.0
128975,False,False,0.035,0.0019642403,0.0
129041,False,False,0.01,0.0052933074,0.0
129640,False,False,0.0,0.014390467,0.0
130948,False,False,0.02,0.020478847,0.0
131195,False,False,0.05,0.04301873,0.0
131261,False,False,0.005,0.0036011261,0.0
131852,False,False,0.005,0.015531181,0.0
139801,False,False,0.005,0.020860838,0.0
140048,False,False,0.005,0.0014877196,0.0
140114,False,False,0.0,0.009474664,0.0
140710,False,False,0.0,0.013304148,0.0
142013,False,False,0.005,0.012605083,0.0
142262,False,False,0.02,0.04087821,0.0
142329,False,False,0.0,0.007299536,0.0
142916,False,False,0.0,0.02524634,0.0
145341,False,False,0.005,0.013839222,0.0
145588,False,False,0.005,0.093874976,0.0
145653,False,False,0.025,0.0073361937,0.0
146246,False,False,0.005,0.023721948,0.0
152520,False,False,0.005,0.002936178,0.0
152768,False,False,0.01,0.00585662,0.0
152833,False,False,0.005,0.0019542023,0.0
153438,False,False,0.0,0.003766908,0.0
153633,False,False,0.0,0.008052173,0.0
153882,False,False,0.05,0.042913683,0.0
153947,False,False,0.0,0.0023316338,0.0
154558,False,False,0.0,0.0071943114,0.0
155872,False,False,0.005,0.0018128217,0.0
156120,False,False,0.03,0.05159987,0.0
156185,False,False,0.0,0.0010224447,0.0
156790,False,False,0.0,0.016885702,0.0
162531,False,False,0.0,0.0016739636,0.0
162779,False,False,0.03,0.0050413343,0.0
162843,False,False,0.005,0.004693477,0.0
163448,False,False,0.0,0.0023778023,0.0
165877,False,False,0.0,0.0057379003,0.0
166126,False,False,0.015,0.019082105,0.0
166191,False,False,0.01,0.00323786,0.0
166796,False,False,0.0,0.0043341494,0.0
175337,False,False,0.005,0.0011418842,0.0
175585,False,False,0.015,0.13713473,0.0
175652,False,False,0.01,0.002136661,0.0
176148,False,False,0.0,0.017241735,0.0
177344,False,False,0.01,0.007682286,0.0
177591,False,False,0.01,0.027443247,0.0
177659,False,False,0.005,0.002279463,0.0
178159,False,False,0.0,0.01616089,0.0
182385,False,False,0.005,0.0055983947,0.0
182631,False,False,0.0,0.040056027,0.0
182698,False,False,0.02,0.008330637,0.0
183189,False,False,0.0,0.024724878,0.0
184387,False,False,0.005,0.011186499,0.0
184636,False,False,0.02,0.15339762,0.0
184705,False,False,0.01,0.0017052353,0.0
185193,False,False,0.0,0.024339406,0.0
185391,False,False,0.0,0.0017477877,0.0
185639,False,False,0.01,0.024450257,0.0
185707,False,False,0.01,0.002923495,0.0
186202,False,False,0.0,0.0133333,0.0
186396,False,False,0.005,0.0036330502,0.0
186644,False,False,0.005,0.034799896,0.0
186712,False,False,0.035,0.005127757,0.0
187205,False,False,0.0,0.011144789,0.0
189417,False,False,0.0,0.015021965,0.0
189663,False,False,0.015,0.17757769,0.0
189731,False,False,0.02,0.01657355,0.0
190225,False,False,0.0,0.00407395,0.0
190420,True,False,0.13,0.8649674,1.0
190667,True,False,0.18,0.24885783,0.0
190739,True,True,0.36,0.79424864,1.0
191258,True,True,0.46,0.30999738,0.0
193468,True,True,0.745,0.89713913,1.0
193701,True,True,0.9,0.7597459,1.0
193774,True,True,0.91,0.95537704,1.0
194280,True,True,1.0,0.34007487,1.0
194476,True,True,0.73,0.90576375,1.0
194706,True,True,0.765,0.23669761,1.0
194778,True,True,0.86,0.93413126,1.0
195291,True,True,1.0,0.09966904,1.0
195486,True,True,0.78,0.9094189,1.0
195722,True,True,0.93,0.8814955,1.0
195795,True,True,0.91,0.9664951,1.0
196300,True,True,1.0,0.33504796,1.0
202668,True,True,0.975,0.8287455,1.0
202914,True,True,0.925,0.5550863,1.0
202987,True,True,0.93,0.94657904,1.0
203499,True,True,0.995,0.7628794,1.0
203697,True,True,0.975,0.7127545,1.0
203945,True,True,0.895,0.81625074,1.0
204018,True,True,0.925,0.94059986,1.0
204540,True,True,1.0,0.889092,1.0
210919,True,True,0.97,0.9171468,1.0
211166,True,True,0.795,0.6848049,1.0
211240,True,True,0.885,0.73477775,1.0
211746,True,True,0.995,0.5835291,1.0
214158,False,False,0.01,0.0067680776,0.0
214462,False,False,0.005,0.1514995,0.0
214534,False,False,0.0,0.009729583,0.0
215062,False,False,0.0,0.01961227,0.0
228539,False,False,0.015,0.0012774385,0.0
228845,False,False,0.025,0.04006911,0.0
228917,False,False,0.0,0.023505157,0.0
229450,False,False,0.0,0.030300383,0.0
229648,False,False,0.015,0.0030527664,0.0
229955,False,False,0.005,0.011738921,0.0
230028,False,False,0.0,0.015908895,0.0
230558,False,False,0.0,0.030197028,0.0
234082,False,False,0.015,0.0038163832,0.0
234386,False,False,0.01,0.10200571,0.0
234457,False,False,0.005,0.0064585195,0.0
234985,False,False,0.0,0.00614586,0.0
235181,False,False,0.035,0.012775799,0.0
235422,False,False,0.02,0.1591144,0.0
235494,False,False,0.02,0.006493291,0.0
236023,False,False,0.0,0.013748743,0.0
240408,False,False,0.0,0.006577024,0.0
240657,False,False,0.0,0.10698822,0.0
240729,False,False,0.005,0.007571379,0.0
241263,False,False,0.0,0.027871104,0.0
241461,False,False,0.0,0.0033454087,0.0
241709,False,False,0.025,0.016289307,0.0
241782,False,False,0.0,0.064817525,0.0
242326,False,False,0.06,0.030882936,0.0
242509,False,True,0.02,0.003019083,0.0
242757,False,False,0.015,0.019259222,0.0
242829,False,False,0.0,0.037981965,0.0
243440,False,False,0.0,0.312454,0.0
243560,False,False,0.0,0.0037260705,0.0
243808,False,False,0.02,0.009131513,0.0
243882,False,False,0.0,0.004133981,0.0
244415,False,False,0.0,0.019948103,0.0
245662,False,False,0.01,0.016485082,0.0
245911,False,False,0.01,0.06043404,0.0
245989,False,False,0.015,0.010848462,0.0
246514,False,False,0.0,0.021126911,0.0
246713,False,False,0.0,0.0053782454,0.0
246961,False,False,0.0,0.008014664,0.0
247033,False,False,0.0,0.0052507343,0.0
247566,False,False,0.0,0.00397916,0.0
249867,False,False,0.0,0.0020008748,0.0
250115,False,False,0.005,0.024161791,0.0
250187,False,False,0.0,0.033651836,0.0
250727,False,False,0.005,0.00520143,0.0
259318,False,False,0.01,0.0024943585,0.0
259627,False,False,0.0,0.01651873,0.0
259699,False,False,0.0,0.010013732,0.0
260234,False,False,0.0,0.0229158,0.0
